Stream,Interest,Math_Score,Communication_Score,Technical_Skill_Score,Creativity_Score,Aptitude_Score,Skill_Level,Recommended_Career
Commerce,Marketing,89,83,44,97,72,Intermediate,Chartered Accountant
PCB,Research,66,48,56,50,63,Intermediate,Biotechnologist
PCMB,AI,41,97,69,87,52,Beginner,Biomedical Engineer
PCMB,AI,92,61,81,95,97,Advanced,Bioinformatics Scientist
Arts,Design,80,81,43,95,55,Beginner,Journalist
Arts,Human Behavior,72,68,49,82,97,Advanced,Journalist
Arts,Design,56,79,74,85,93,Advanced,Lawyer
PCB,Healthcare,94,97,55,98,53,Beginner,Microbiologist
Arts,Design,57,48,70,71,65,Intermediate,Graphic Designer
Arts,Writing,96,92,86,72,62,Intermediate,Lawyer
Arts,Writing,91,85,85,46,78,Intermediate,Graphic Designer
PCB,Research,86,98,98,57,50,Beginner,Nurse
PCMB,Biotech,63,85,59,98,63,Intermediate,Biomedical Engineer
PCM,Data,96,82,42,65,63,Intermediate,Software Developer
Arts,Design,94,77,83,94,57,Beginner,Psychologist
Arts,Writing,71,96,80,50,45,Beginner,Psychologist
Arts,Writing,64,68,98,66,86,Advanced,Lawyer
Commerce,Marketing,90,78,97,66,77,Intermediate,Investment Banker
Commerce,Marketing,96,63,83,57,41,Beginner,Chartered Accountant
Arts,Human Behavior,67,66,69,96,41,Beginner,Journalist
PCM,Data,82,89,53,81,81,Advanced,Software Developer
PCB,Research,77,84,53,91,41,Beginner,Nutritionist
PCM,AI,74,94,83,66,44,Beginner,Mechanical Engineer
Arts,Human Behavior,48,53,90,67,98,Advanced,Graphic Designer
PCMB,Research,66,50,85,81,66,Intermediate,Bioinformatics Scientist
Arts,Writing,45,99,47,83,52,Beginner,Psychologist
Arts,Writing,47,96,47,91,75,Intermediate,Lawyer
PCM,Technology,43,69,97,64,78,Intermediate,Software Developer
Commerce,Marketing,44,89,70,40,43,Beginner,Business Analyst
PCM,Data,89,91,49,82,64,Intermediate,Mechanical Engineer
PCM,Data,44,66,49,61,89,Advanced,Civil Engineer
Commerce,Finance,80,57,71,69,75,Intermediate,Business Analyst
PCMB,Research,94,56,89,67,88,Advanced,Bioinformatics Scientist
PCB,Research,67,77,83,57,95,Advanced,Nutritionist
Arts,Writing,49,66,83,99,53,Beginner,Graphic Designer
PCB,Healthcare,93,41,50,50,40,Beginner,Doctor
PCM,Engineering,83,55,55,97,83,Advanced,Data Scientist
Arts,Human Behavior,88,69,85,81,43,Beginner,Graphic Designer
PCM,Technology,51,74,74,59,70,Intermediate,Mechanical Engineer
PCM,AI,63,67,97,59,46,Beginner,Data Scientist
PCM,Technology,87,47,72,74,92,Advanced,Software Developer
Commerce,Marketing,94,52,57,72,76,Intermediate,Chartered Accountant
PCB,Medical,87,66,85,49,99,Advanced,Nurse
Commerce,Marketing,60,96,87,92,82,Advanced,Chartered Accountant
Commerce,Finance,86,99,58,98,68,Intermediate,Investment Banker
Commerce,Finance,100,56,94,98,41,Beginner,Chartered Accountant
Arts,Writing,86,57,53,45,65,Intermediate,Lawyer
PCM,Engineering,50,57,65,64,73,Intermediate,Civil Engineer
PCB,Healthcare,50,65,77,52,85,Advanced,Biotechnologist
PCM,Data,89,72,96,75,80,Intermediate,Civil Engineer
PCB,Healthcare,71,82,73,80,60,Beginner,Nurse
Arts,Design,77,84,87,40,89,Advanced,Journalist
PCMB,Biotech,56,70,83,55,53,Beginner,Genetic Engineer
Commerce,Business,84,56,40,86,100,Advanced,Investment Banker
Commerce,Finance,76,73,72,74,50,Beginner,Financial Analyst
Arts,Writing,72,60,59,100,41,Beginner,Graphic Designer
Commerce,Finance,96,99,72,100,83,Advanced,Business Analyst
PCB,Research,43,62,83,69,95,Advanced,Pharmacist
PCM,Data,62,70,74,81,87,Advanced,Data Scientist
PCB,Healthcare,79,91,62,55,59,Beginner,Microbiologist
PCMB,Research,96,63,79,74,88,Advanced,Genetic Engineer
PCM,Engineering,47,90,79,64,51,Beginner,Civil Engineer
PCMB,Research,54,40,74,92,42,Beginner,Bioinformatics Scientist
Commerce,Business,72,89,82,50,85,Advanced,Investment Banker
Arts,Human Behavior,73,100,74,49,83,Advanced,Lawyer
Commerce,Marketing,60,67,92,84,96,Advanced,Chartered Accountant
PCM,Engineering,78,51,78,64,70,Intermediate,AI Engineer
PCB,Research,74,63,79,100,49,Beginner,Nurse
PCB,Healthcare,50,96,95,83,77,Intermediate,Microbiologist
PCB,Healthcare,47,99,93,69,57,Beginner,Doctor
Commerce,Marketing,43,81,44,70,55,Beginner,Business Analyst
PCM,Engineering,99,43,68,78,90,Advanced,Mechanical Engineer
Arts,Human Behavior,80,70,94,57,53,Beginner,Journalist
PCMB,Research,43,70,78,53,90,Advanced,Bioinformatics Scientist
PCB,Medical,46,67,88,72,61,Intermediate,Nutritionist
PCM,Data,71,95,95,68,63,Intermediate,Mechanical Engineer
Arts,Human Behavior,70,73,84,95,90,Advanced,Journalist
PCB,Medical,81,77,80,70,94,Advanced,Nurse
Arts,Design,89,84,65,57,71,Intermediate,Lawyer
PCM,Data,98,40,100,40,96,Advanced,Mechanical Engineer
PCB,Healthcare,60,74,85,54,84,Advanced,Nutritionist
PCB,Healthcare,48,88,58,66,43,Beginner,Doctor
PCM,Engineering,77,74,66,70,73,Intermediate,Mechanical Engineer
Arts,Design,52,53,51,82,52,Beginner,Journalist
PCB,Medical,49,41,57,75,46,Beginner,Biotechnologist
Arts,Human Behavior,50,90,42,59,47,Beginner,Graphic Designer
PCM,Engineering,96,75,91,97,69,Intermediate,AI Engineer
PCB,Medical,51,76,90,91,79,Intermediate,Microbiologist
Commerce,Finance,73,85,54,99,69,Intermediate,Business Analyst
PCM,Engineering,50,62,52,99,58,Beginner,Mechanical Engineer
PCB,Healthcare,40,40,94,85,45,Beginner,Pharmacist
PCMB,Biotech,75,54,41,50,72,Intermediate,Genetic Engineer
PCM,Technology,74,61,95,64,92,Advanced,Civil Engineer
PCMB,Biotech,44,56,68,56,86,Advanced,Biomedical Engineer
PCM,Engineering,55,85,61,55,46,Beginner,Civil Engineer
Commerce,Marketing,42,66,49,44,96,Advanced,Financial Analyst
Commerce,Business,69,40,46,53,88,Advanced,Investment Banker
Commerce,Marketing,91,54,71,48,70,Intermediate,Financial Analyst
Arts,Writing,41,40,59,80,81,Advanced,Journalist
Commerce,Finance,71,65,76,85,60,Beginner,Business Analyst
PCB,Healthcare,75,45,88,81,79,Intermediate,Pharmacist
PCM,Technology,83,47,99,98,85,Advanced,Mechanical Engineer
PCM,AI,66,85,71,47,91,Advanced,Civil Engineer
PCM,Technology,58,57,82,55,45,Beginner,Civil Engineer
Arts,Human Behavior,48,68,45,75,81,Advanced,Lawyer
Arts,Human Behavior,88,86,92,99,77,Intermediate,Lawyer
PCMB,Research,94,84,97,40,42,Beginner,Biomedical Engineer
PCM,AI,50,61,75,88,79,Intermediate,Data Scientist
PCM,Technology,40,100,99,97,82,Advanced,Software Developer
Arts,Writing,100,40,67,51,88,Advanced,Graphic Designer
Arts,Writing,57,100,77,45,98,Advanced,Psychologist
Arts,Design,95,98,95,78,100,Advanced,Graphic Designer
PCMB,Research,49,96,73,71,79,Intermediate,Biomedical Engineer
PCB,Research,86,75,42,63,77,Intermediate,Pharmacist
PCB,Medical,78,51,61,47,43,Beginner,Nurse
PCB,Research,66,62,82,46,49,Beginner,Nurse
PCM,Engineering,67,79,95,99,88,Advanced,Civil Engineer
PCM,Technology,65,60,47,44,56,Beginner,Civil Engineer
PCM,Technology,64,63,82,81,42,Beginner,Mechanical Engineer
Commerce,Finance,72,94,87,61,85,Advanced,Business Analyst
PCMB,Biotech,65,91,81,50,64,Intermediate,Genetic Engineer
Arts,Human Behavior,70,63,74,62,88,Advanced,Graphic Designer
PCM,Engineering,83,99,73,79,90,Advanced,Data Scientist
PCMB,AI,78,42,65,77,75,Intermediate,Bioinformatics Scientist
PCB,Medical,75,100,93,48,70,Intermediate,Doctor
PCB,Medical,90,74,70,83,92,Advanced,Nurse
PCM,Technology,58,68,48,42,43,Beginner,Mechanical Engineer
Arts,Human Behavior,76,73,75,47,90,Advanced,Journalist
PCMB,AI,52,64,76,79,96,Advanced,Genetic Engineer
PCB,Medical,59,98,79,84,94,Advanced,Doctor
Commerce,Marketing,73,87,74,66,41,Beginner,Chartered Accountant
Arts,Human Behavior,48,61,79,73,69,Intermediate,Psychologist
Arts,Design,43,61,97,90,57,Beginner,Graphic Designer
Commerce,Business,52,46,94,61,96,Advanced,Chartered Accountant
Commerce,Business,47,86,89,88,41,Beginner,Chartered Accountant
PCB,Healthcare,89,58,80,94,70,Intermediate,Biotechnologist
PCMB,Biotech,95,49,56,54,43,Beginner,Bioinformatics Scientist
PCM,AI,82,46,91,47,96,Advanced,AI Engineer
Commerce,Marketing,63,82,99,52,78,Intermediate,Chartered Accountant
PCM,AI,55,50,57,89,89,Advanced,Software Developer
Commerce,Marketing,95,51,41,58,60,Beginner,Financial Analyst
PCMB,Biotech,43,84,89,53,90,Advanced,Genetic Engineer
Commerce,Marketing,91,57,86,83,74,Intermediate,Investment Banker
PCM,Engineering,70,98,88,91,52,Beginner,AI Engineer
PCMB,Biotech,53,66,74,98,92,Advanced,Biomedical Engineer
PCMB,Research,57,91,87,70,57,Beginner,Biomedical Engineer
PCM,Technology,65,40,61,68,56,Beginner,Software Developer
PCB,Healthcare,50,79,41,46,83,Advanced,Pharmacist
Arts,Design,40,65,54,63,98,Advanced,Psychologist
Commerce,Marketing,51,66,43,86,44,Beginner,Investment Banker
PCMB,AI,59,50,82,82,45,Beginner,Bioinformatics Scientist
PCM,Technology,78,89,45,47,63,Intermediate,Mechanical Engineer
PCB,Medical,77,42,58,81,99,Advanced,Doctor
PCMB,Biotech,74,63,46,44,86,Advanced,Genetic Engineer
PCMB,Biotech,70,70,81,84,77,Intermediate,Bioinformatics Scientist
Commerce,Business,73,55,59,76,74,Intermediate,Investment Banker
Arts,Human Behavior,98,87,65,63,98,Advanced,Graphic Designer
PCM,Technology,42,63,47,53,86,Advanced,Data Scientist
PCM,AI,40,62,68,59,71,Intermediate,Mechanical Engineer
PCM,Engineering,42,82,72,74,93,Advanced,Mechanical Engineer
PCMB,Research,52,87,72,52,70,Intermediate,Biomedical Engineer
PCM,Engineering,58,63,60,60,90,Advanced,Mechanical Engineer
Arts,Writing,66,71,44,57,61,Intermediate,Lawyer
Commerce,Marketing,88,89,97,86,52,Beginner,Financial Analyst
Commerce,Marketing,40,93,85,67,50,Beginner,Financial Analyst
Arts,Writing,94,55,50,48,89,Advanced,Journalist
Arts,Human Behavior,87,90,94,73,91,Advanced,Journalist
PCM,Engineering,40,99,75,86,98,Advanced,Data Scientist
Commerce,Marketing,88,43,64,48,62,Intermediate,Business Analyst
PCMB,Biotech,89,48,43,71,72,Intermediate,Biomedical Engineer
PCMB,Research,66,82,86,79,69,Intermediate,Bioinformatics Scientist
Arts,Writing,41,59,91,84,72,Intermediate,Graphic Designer
PCB,Research,69,56,64,87,85,Advanced,Doctor
Commerce,Marketing,62,74,52,99,97,Advanced,Financial Analyst
PCB,Medical,48,72,67,78,53,Beginner,Microbiologist
PCMB,AI,71,69,75,56,96,Advanced,Bioinformatics Scientist
PCM,Engineering,84,43,96,62,59,Beginner,Mechanical Engineer
PCB,Medical,62,56,88,89,89,Advanced,Pharmacist
Arts,Design,91,65,42,73,85,Advanced,Graphic Designer
PCMB,Biotech,94,43,93,88,91,Advanced,Genetic Engineer
Arts,Writing,84,79,83,74,80,Intermediate,Lawyer
PCB,Healthcare,96,96,79,50,65,Intermediate,Nurse
PCB,Medical,88,52,74,89,83,Advanced,Microbiologist
PCMB,AI,50,75,57,84,80,Intermediate,Biomedical Engineer
Commerce,Business,49,61,48,40,84,Advanced,Chartered Accountant
PCM,Data,47,99,84,79,70,Intermediate,Data Scientist
Commerce,Finance,52,46,46,49,41,Beginner,Business Analyst
PCB,Research,51,55,67,88,77,Intermediate,Microbiologist
Commerce,Marketing,74,49,61,52,91,Advanced,Financial Analyst
PCMB,Research,68,75,54,96,46,Beginner,Biomedical Engineer
PCMB,AI,59,62,91,83,45,Beginner,Bioinformatics Scientist
Arts,Writing,49,100,97,90,69,Intermediate,Graphic Designer
Commerce,Business,66,60,79,82,49,Beginner,Chartered Accountant
PCM,AI,95,45,70,89,99,Advanced,Civil Engineer
PCM,Technology,96,72,84,60,56,Beginner,Software Developer
PCB,Research,63,75,73,84,94,Advanced,Nutritionist
PCB,Research,58,81,86,75,100,Advanced,Nurse
PCMB,Research,61,55,76,43,79,Intermediate,Bioinformatics Scientist
Commerce,Finance,40,73,76,58,73,Intermediate,Business Analyst
PCB,Healthcare,62,48,88,54,51,Beginner,Biotechnologist
Commerce,Marketing,71,97,86,63,91,Advanced,Business Analyst
Commerce,Marketing,47,77,93,44,97,Advanced,Business Analyst
PCMB,Research,47,61,66,77,56,Beginner,Genetic Engineer
PCB,Research,96,43,69,52,50,Beginner,Pharmacist
Commerce,Marketing,91,81,70,61,81,Advanced,Chartered Accountant
PCM,Engineering,42,57,99,50,71,Intermediate,Data Scientist
Commerce,Finance,65,48,52,82,51,Beginner,Financial Analyst
PCMB,Research,93,67,46,72,60,Beginner,Bioinformatics Scientist
Arts,Human Behavior,52,64,60,80,72,Intermediate,Graphic Designer
PCB,Healthcare,48,62,49,83,54,Beginner,Pharmacist
Arts,Design,57,47,97,74,86,Advanced,Lawyer
PCB,Healthcare,45,64,57,96,55,Beginner,Biotechnologist
PCMB,Research,85,71,41,72,62,Intermediate,Biomedical Engineer
Arts,Design,67,41,84,94,93,Advanced,Lawyer
PCB,Medical,83,95,56,89,92,Advanced,Pharmacist
Arts,Human Behavior,69,85,87,100,56,Beginner,Lawyer
Commerce,Business,49,56,93,53,54,Beginner,Financial Analyst
PCMB,Research,91,70,40,55,79,Intermediate,Biomedical Engineer
PCM,Technology,62,40,53,57,92,Advanced,Civil Engineer
PCB,Medical,89,50,92,69,45,Beginner,Nurse
PCB,Medical,94,93,81,71,80,Intermediate,Nurse
Arts,Writing,91,92,57,50,72,Intermediate,Psychologist
Arts,Design,96,54,95,73,63,Intermediate,Journalist
Arts,Human Behavior,51,45,49,95,87,Advanced,Journalist
PCM,Data,58,84,92,67,71,Intermediate,Data Scientist
Commerce,Business,68,54,86,42,44,Beginner,Investment Banker
Commerce,Finance,95,96,82,41,55,Beginner,Chartered Accountant
PCB,Medical,95,49,79,62,41,Beginner,Nutritionist
Arts,Human Behavior,75,84,78,63,70,Intermediate,Lawyer
Commerce,Finance,98,67,85,62,64,Intermediate,Chartered Accountant
PCM,Data,70,44,64,59,61,Intermediate,Data Scientist
PCMB,AI,44,45,77,59,95,Advanced,Bioinformatics Scientist
Commerce,Finance,56,93,100,75,55,Beginner,Investment Banker
Arts,Writing,100,63,93,63,73,Intermediate,Psychologist
PCMB,AI,67,68,67,56,96,Advanced,Bioinformatics Scientist
PCM,AI,74,72,77,78,77,Intermediate,Data Scientist
PCMB,AI,46,58,70,48,59,Beginner,Bioinformatics Scientist
PCB,Research,95,87,94,83,60,Beginner,Microbiologist
PCM,Data,52,82,70,56,66,Intermediate,Data Scientist
PCMB,Research,54,42,80,98,100,Advanced,Bioinformatics Scientist
Commerce,Finance,78,59,93,80,63,Intermediate,Investment Banker
Arts,Human Behavior,68,53,89,55,43,Beginner,Graphic Designer
PCM,Data,55,48,100,81,53,Beginner,Software Developer
PCB,Healthcare,64,90,52,47,71,Intermediate,Pharmacist
PCB,Healthcare,83,49,77,56,97,Advanced,Pharmacist
Commerce,Finance,99,96,73,50,60,Beginner,Business Analyst
Arts,Human Behavior,66,74,45,77,84,Advanced,Journalist
Commerce,Marketing,62,79,82,97,63,Intermediate,Investment Banker
PCM,Data,69,69,62,67,95,Advanced,AI Engineer
PCMB,Research,48,63,66,95,56,Beginner,Biomedical Engineer
PCB,Healthcare,90,87,67,78,71,Intermediate,Nutritionist
Arts,Human Behavior,95,52,92,81,95,Advanced,Journalist
PCB,Healthcare,42,53,96,78,42,Beginner,Pharmacist
Commerce,Finance,83,73,49,43,84,Advanced,Financial Analyst
PCMB,Research,71,41,66,64,54,Beginner,Genetic Engineer
Commerce,Business,77,68,57,61,40,Beginner,Financial Analyst
PCB,Medical,83,75,68,85,88,Advanced,Pharmacist
PCM,Technology,77,91,58,58,41,Beginner,Civil Engineer
Arts,Design,93,92,94,82,60,Beginner,Journalist
PCM,Data,54,53,100,48,91,Advanced,Mechanical Engineer
PCB,Healthcare,49,56,63,92,60,Beginner,Nutritionist
PCM,Data,54,70,46,47,62,Intermediate,Civil Engineer
Commerce,Business,58,56,54,41,46,Beginner,Chartered Accountant
PCMB,Biotech,92,92,61,64,65,Intermediate,Bioinformatics Scientist
PCB,Medical,97,70,83,80,60,Beginner,Microbiologist
PCB,Medical,94,63,51,49,68,Intermediate,Doctor
PCM,AI,84,77,77,86,53,Beginner,AI Engineer
Commerce,Marketing,85,61,65,100,62,Intermediate,Chartered Accountant
PCM,Engineering,96,61,84,93,63,Intermediate,Civil Engineer
Commerce,Marketing,49,59,86,47,79,Intermediate,Financial Analyst
Arts,Design,67,94,59,51,61,Intermediate,Journalist
Commerce,Marketing,72,83,45,68,87,Advanced,Investment Banker
PCB,Healthcare,41,90,85,53,83,Advanced,Microbiologist
Arts,Human Behavior,45,57,87,89,98,Advanced,Lawyer
Arts,Human Behavior,96,49,87,95,65,Intermediate,Graphic Designer
Commerce,Marketing,72,79,76,52,61,Intermediate,Investment Banker
PCM,Engineering,95,99,59,95,97,Advanced,Data Scientist
PCMB,AI,79,84,73,63,71,Intermediate,Biomedical Engineer
PCM,Technology,90,84,93,89,87,Advanced,AI Engineer
PCB,Healthcare,93,49,52,41,88,Advanced,Nurse
PCM,Technology,90,61,98,48,83,Advanced,Mechanical Engineer
PCMB,Biotech,98,75,42,82,49,Beginner,Biomedical Engineer
Arts,Design,63,46,100,46,78,Intermediate,Lawyer
PCM,Data,41,47,52,57,64,Intermediate,Civil Engineer
PCB,Medical,59,59,98,84,78,Intermediate,Biotechnologist
Commerce,Finance,40,58,93,57,73,Intermediate,Investment Banker
PCB,Medical,53,70,78,80,64,Intermediate,Nutritionist
PCMB,Biotech,94,44,65,40,88,Advanced,Biomedical Engineer
Arts,Design,59,65,90,76,71,Intermediate,Lawyer
PCB,Research,86,75,87,66,100,Advanced,Nurse
Arts,Human Behavior,67,64,52,99,76,Intermediate,Journalist
PCMB,Research,63,86,44,63,81,Advanced,Biomedical Engineer
PCMB,Research,44,87,68,100,73,Intermediate,Biomedical Engineer
PCB,Healthcare,79,62,74,98,77,Intermediate,Pharmacist
PCB,Healthcare,89,43,89,79,73,Intermediate,Nutritionist
PCM,Technology,52,57,71,87,73,Intermediate,Data Scientist
PCMB,Biotech,61,49,67,66,67,Intermediate,Genetic Engineer
PCM,Data,81,67,49,86,43,Beginner,Software Developer
Commerce,Marketing,95,74,76,72,72,Intermediate,Financial Analyst
Commerce,Finance,78,54,97,42,60,Beginner,Business Analyst
PCM,Technology,83,63,55,74,95,Advanced,Data Scientist
PCM,Engineering,53,76,60,68,64,Intermediate,Software Developer
PCB,Healthcare,40,61,83,69,43,Beginner,Biotechnologist
PCM,Data,72,92,40,93,95,Advanced,Software Developer
PCB,Research,82,56,72,72,42,Beginner,Doctor
PCB,Healthcare,55,46,61,71,40,Beginner,Biotechnologist
Arts,Design,66,44,51,82,57,Beginner,Lawyer
Commerce,Business,78,54,85,85,65,Intermediate,Chartered Accountant
PCB,Healthcare,96,58,87,51,72,Intermediate,Doctor
PCM,Engineering,92,54,91,62,61,Intermediate,AI Engineer
Arts,Writing,45,40,64,71,95,Advanced,Graphic Designer
Arts,Design,87,43,61,65,81,Advanced,Psychologist
PCM,Engineering,48,45,87,40,83,Advanced,AI Engineer
Commerce,Marketing,80,50,69,51,40,Beginner,Financial Analyst
Arts,Design,93,42,77,81,79,Intermediate,Journalist
PCM,Technology,95,71,55,69,69,Intermediate,Mechanical Engineer
Arts,Writing,91,90,55,90,84,Advanced,Lawyer
PCMB,Research,56,69,80,100,64,Intermediate,Genetic Engineer
PCM,Engineering,65,64,97,41,42,Beginner,Mechanical Engineer
PCM,Engineering,71,58,62,82,88,Advanced,AI Engineer
PCM,Data,84,68,49,92,63,Intermediate,AI Engineer
Commerce,Finance,62,40,54,75,45,Beginner,Business Analyst
PCB,Medical,73,68,86,67,48,Beginner,Doctor
PCB,Research,60,99,86,55,93,Advanced,Nurse
PCMB,Research,87,91,83,91,80,Intermediate,Genetic Engineer
PCMB,Biotech,100,99,54,59,87,Advanced,Bioinformatics Scientist
PCMB,Research,45,64,49,66,49,Beginner,Bioinformatics Scientist
PCMB,Research,73,84,47,81,74,Intermediate,Bioinformatics Scientist
Commerce,Marketing,71,47,100,82,45,Beginner,Business Analyst
Commerce,Finance,76,77,89,48,88,Advanced,Business Analyst
PCM,AI,41,57,55,49,81,Advanced,AI Engineer
PCMB,Research,80,98,93,90,86,Advanced,Genetic Engineer
PCM,AI,82,62,41,71,93,Advanced,Software Developer
PCMB,Biotech,44,95,84,50,56,Beginner,Biomedical Engineer
Commerce,Marketing,90,57,91,100,57,Beginner,Business Analyst
Arts,Design,73,58,93,61,83,Advanced,Lawyer
Arts,Human Behavior,71,99,80,78,99,Advanced,Lawyer
PCM,Technology,40,54,57,58,67,Intermediate,Software Developer
Arts,Writing,80,87,57,92,98,Advanced,Psychologist
PCB,Medical,100,58,81,89,41,Beginner,Pharmacist
PCMB,Research,100,68,78,49,59,Beginner,Biomedical Engineer
PCB,Healthcare,45,67,44,91,86,Advanced,Microbiologist
Commerce,Marketing,68,75,79,88,78,Intermediate,Investment Banker
PCB,Healthcare,78,100,100,82,65,Intermediate,Nutritionist
PCMB,Research,94,49,72,77,78,Intermediate,Genetic Engineer
PCM,AI,67,76,90,89,57,Beginner,Civil Engineer
PCM,Data,79,89,91,54,44,Beginner,Software Developer
PCB,Healthcare,47,73,51,41,61,Intermediate,Nutritionist
PCMB,Biotech,42,80,70,94,100,Advanced,Genetic Engineer
PCM,AI,58,80,66,84,79,Intermediate,Software Developer
PCB,Research,40,49,70,59,45,Beginner,Doctor
PCMB,AI,55,77,84,79,79,Intermediate,Biomedical Engineer
Arts,Human Behavior,68,63,92,77,73,Intermediate,Lawyer
PCMB,Research,57,61,77,90,62,Intermediate,Genetic Engineer
Arts,Human Behavior,63,51,74,82,93,Advanced,Graphic Designer
Commerce,Business,60,59,93,67,70,Intermediate,Chartered Accountant
Commerce,Marketing,67,72,52,40,80,Intermediate,Chartered Accountant
PCMB,Biotech,84,57,85,47,71,Intermediate,Genetic Engineer
PCMB,Biotech,77,85,88,64,43,Beginner,Bioinformatics Scientist
Commerce,Finance,99,40,51,72,87,Advanced,Financial Analyst
Arts,Human Behavior,85,70,73,72,46,Beginner,Psychologist
PCMB,AI,82,55,50,70,71,Intermediate,Biomedical Engineer
PCM,AI,40,92,41,76,62,Intermediate,Data Scientist
Commerce,Finance,52,68,90,72,41,Beginner,Chartered Accountant
PCMB,Research,92,83,79,47,63,Intermediate,Genetic Engineer
PCM,Technology,43,47,94,61,40,Beginner,AI Engineer
PCMB,Research,42,60,65,55,89,Advanced,Bioinformatics Scientist
Arts,Human Behavior,90,60,61,88,49,Beginner,Journalist
PCB,Research,62,54,43,40,96,Advanced,Doctor
PCM,Technology,40,81,44,60,64,Intermediate,Civil Engineer
PCM,Engineering,97,81,78,48,64,Intermediate,Civil Engineer
Commerce,Marketing,95,82,67,56,87,Advanced,Chartered Accountant
PCB,Healthcare,48,86,60,92,100,Advanced,Biotechnologist
Arts,Writing,94,87,89,62,48,Beginner,Lawyer
